,address_column_name,ciudad
14462,,OSLJE
14463,,OSLUF
14464,,OSMACOV
14465,,OSMANICH
14466,,OSMANICK
14467,,OSMANIE
14468,,OSMANIEH
14469,,OSMANJE
14470,,OSOBJAVA
14471,,OSOJNIC
14472,,OSOJNIK
14473,,OSONICK
14474,,OSPICH
14475,,OSREDEK
14476,,OSREDEL
14477,,OSRTARYA
14478,,OSSAMAT
14479,,OSSEK
14480,,OSSESDIK
14481,,OSSIEG
14482,,OSSIEK
14483,,OSSIJEK
14484,,OST(INC.)
14485,,OSTARIJA
14486,,OSTARIJE
14487,,OSTARYE
14488,,OSTEK
14489,,OSTICE
14490,,OSTOJICH
14491,,OSTPREUSSEN
14492,,OSTR(INC.)
14493,,OSTRA
14494,,OSTRA BUKOVINA
14495,,OSTRC
14496,,OSTRI
14497,,OSTRIC
14498,,OSTRIC STRUGA
14499,,OSTRICA
14500,,OSTRIO
14501,,OSTRIRKA
14502,,OSTRIVICA
14503,,OSTRO
14504,,OSTROBADIK
14505,,OSTROBRADICI
14506,,OSTROBRADIS
14507,,OSTROG
14508,,OSTROICA
14509,,OSTROV
14510,,OSTROVAC
14511,,OSTROVIA
14512,,OSTROVICA
14513,,OSTROVICE
14514,,OSTROVO
14515,,OSTROVSKA
14516,,OSTROX
14517,,OSTROZAC
14518,,OSTRVICA
14519,,OSTRVICI
14520,,OSYCH
14521,,OSYCK
14522,,OSYEC
14523,,OSYEK
14524,,OSYELA
14525,,OSYELE
14526,,OSYEUC
14527,,OSYJEK
14528,,OSYLE
14529,,OSYRELE
14530,,OTALES
14531,,OTECAC
14532,,OTECHEVO
14533,,OTEK
14534,,OTERGO
14535,,OTIC
14536,,OTICUA
14537,,OTISIC
14538,,OTISIO
14539,,OTMAR
14540,,OTO-SING
14541,,OTOCAC
14542,,OTOK
14543,,OTOK NA DEBRI
14544,,OTOK RAB
14545,,OTOK SING
14546,,OTOK SINI
14547,,OTOKA
14548,,OTOMAN
14549,,OTORK
14550,,OTOVCI
14551,,OTOVI
14552,,OTOZ
14553,,OTRIC
14554,,OTRICZ
14555,,OTROWICA
14556,,OTTOCHAIZ
14557,,OTTOK
14558,,OTTOMANO
14559,,OUARJ
14560,,OUBINE
14561,,OUBRIEZ
14562,,OUBRONICA
14563,,OUE BAAS
14564,,OUESCIE
14565,,OUFRA
14566,,OUI-BEIDA
14567,,OUOFA
14568,,OURFA
14569,,OURLA
14570,,OURMIA
14571,,OURNIA
14572,,OURPA
14573,,OURSA
14574,,OUSAR
14575,,OVACICA
14576,,OVCA
14577,,OVCOVR
14578,,OVEN
14579,,OVIEDO
14580,,OVKA
14581,,OVOLJA
14582,,OVOROVO
14583,,OVTOHA
14584,,OWRAWIEC
14585,,OXARIS
14586,,OXPINA
14587,,OXPRINA
14588,,OYAWA
14589,,OZAJ
14590,,OZALISKJ
14591,,OZALJ
14592,,OZALY
14593,,OZAROW
14594,,OZDELINI
14595,,OZDIN
14596,,OZELJAN
14597,,OZOJNIK
14598,,OZORJE GORJE
14599,,OZVOLENI
14600,,OZYCH
14601,,OZYGH
14602,,OZZEOCA
14603,,P ILEGIBLE
14604,,P SELE
14605,,P SELO
14606,,P(INC.)AVA
14607,,P.
14608,,P. DANBIE
14609,,P. DANUBIE
14610,,P. DANUBIO
14611,,P. PHOCEE
14612,,P. SV. IVAN
14613,,P.WADI
14614,,PAABUC
14615,,PABREMENIS
14616,,PACEF
14617,,PACER
14618,,PACETNI
14619,,PACEVO
14620,,PACHVON
14621,,PACICHEHO
14622,,PACIR
14623,,PACIZ
14624,,PACKI BREG
14625,,PACOVA
14626,,PAD GORICA
14627,,PADACE
14628,,PADACI
14629,,PADBABLJE
14630,,PADCERKEV
14631,,PADEJ
14632,,PADENE
14633,,PADEY
14634,,PADGERA
14635,,PADGORA
14636,,PADGORICA
14637,,PADGORITZA
14638,,PADGOROITZA
14639,,PADGRADINA
14640,,PADIN
14641,,PADINA
14642,,PADINA BANAT
14643,,PADINAR
14644,,PADINE
14645,,PADINICE
14646,,PADISIA
14647,,PADJENE
14648,,PADJENO
14649,,PADLAPAC
14650,,PADLOPOKA
14651,,PADLUM
14652,,PADOVA
14653,,PADULIEC
14654,,PADVAROI
14655,,PADVIGNE
14656,,PADY
14657,,PAELOLIE
14658,,PAG
14659,,PAG/DALMETIA
14660,,PAGA
14661,,PAGDAN
14662,,PAGE
14663,,PAGO
14664,,PAGOREL
14665,,PAGRIEZIAI
14666,,PAHEL
14667,,PAHRAC
14668,,PAK
14669,,PAKESTANE
14670,,PAKIRKOY
14671,,PAKISTANE
14672,,PAKLENICA
14673,,PAKMOVICE
14674,,PAKNAC
14675,,PAKOSTANA
14676,,PAKOSTANE
14677,,PAKOSTANO
14678,,PAKOSTONE
14679,,PAKOSVANE
14680,,PAKOVO
14681,,PAKOVOSELOV
14682,,PAKRAC
14683,,PAKRANI
14684,,PAKRAZ
14685,,PAKROLE
14686,,PAKROVE
14687,,PAL SV NICOLAS
14688,,PALANCA
14689,,PALANKA
14690,,PALANKO
14691,,PALASTINA
14692,,PALAURA
14693,,PALAWKA
14694,,PALCIUKA
14695,,PALCLONICA
14696,,PALDU
14697,,PALENKA
14698,,PALESNIK
14699,,PALESTINA
14700,,PALESTINE
14701,,PALESTINIE
14702,,PALILULA
14703,,PALINOVEC
14704,,PALJE
14705,,PALJICA
14706,,PALMYRE
14707,,PALNAKA
14708,,PALON
14709,,PALONKA
14710,,PALOU
14711,,PALSUKA
14712,,PALUBA
14713,,PALUMKA
14714,,PALUNKA
14715,,PAMHOVIC
14716,,PANASERO
14717,,PANAT
14718,,PANCEF
14719,,PANCERO
14720,,PANCETVO
14721,,PANCEV
14722,,PANCEVO
14723,,PANCHEVE
14724,,PANCHEVO
14725,,PANCIDO
14726,,PANCIOVA
14727,,PANCOVA
14728,,PANCOVO
14729,,PANCSEVO
14730,,PANCSEWO
14731,,PANCSOVA
14732,,PANDERINA
14733,,PANDERMA
14734,,PANDERNA
14735,,PANENERYS
14736,,PANESOVA
14737,,PANEVIZKA
14738,,PANEVO
14739,,PANGALT
14740,,PANGALTI
14741,,PANGECGRM
14742,,PANGOVA
14743,,PANIEVO
14744,,PANIN
14745,,PANJANIEN
14746,,PANNOVICI
14747,,PANOME
14748,,PANOSERO
14749,,PANOVA
14750,,PANSEVO
14751,,PANSK
14752,,PANSOVA
14753,,PANTCHERO
14754,,PANTCHURO
14755,,PANTOS
14756,,PANTSCHEVO
14757,,PANTSCHEWO
14758,,PANTSCHEWO (BELGRAD)
14759,,PANTSCHWO
14760,,PAOLIS
14761,,PAPALAVAS
14762,,PAPERT
14763,,PAPONACA
14764,,PAPRADNO
14765,,PAPRATI
14766,,PAPROCY
14767,,PARABAC
14768,,PARABATSCH
14769,,PARABONTCH
14770,,PARABUC
14771,,PARABUE
14772,,PARABUO
14773,,PARABUSCHA
14774,,PARACIN
14775,,PARAGE
14776,,PARAJUSZ
14777,,PARAPUSZ
14778,,PARAZAK
14779,,PARDAN
14780,,PARDAU
14781,,PARDINA
14782,,PARENHOS
14783,,PARES
14784,,PARICERO
14785,,PARIGA
14786,,PARIPAS
14787,,PARJE
14788,,PARKUSEVCI
14789,,PARLOVEI
14790,,PARMA
14791,,PARTIZAK
14792,,PARTOCA
14793,,PARTOCHE
14794,,PARUBHA
14795,,PARUSIO
14796,,PARZCKEY
14797,,PARZNICE
14798,,PASA FAMIE
14799,,PASAC
14800,,PASAKARNIS
14801,,PASCANI
14802,,PASCINA
14803,,PASCISCO
14804,,PASECA
14805,,PASECINA
14806,,PASICERO
14807,,PASICESO
14808,,PASICEVO
14809,,PASICICO
14810,,PASICINA
14811,,PASICOVO
14812,,PASIOSVO
14813,,PASIUMA
14814,,PASKKANI
14815,,PASMAN
14816,,PASOVAS
14817,,PASOVEC
14818,,PASSICCINA
14819,,PASTIRE
14820,,PASTOJBA
14821,,PASTOVACA
14822,,PASTROVIC
14823,,PASUSJE
14824,,PATABUT
14825,,PATAGA
14826,,PATAK
14827,,PATGORITZA
14828,,PATINA
14829,,PATINCO
14830,,PATKRAC
14831,,PATKRAS
14832,,PATOSVA
14833,,PATRATNIKA
14834,,PATRCA
14835,,PATRI
14836,,PATROLIC
14837,,PATROVCI
14838,,PATROVEC
14839,,PATZAC
14840,,PATZAS
14841,,PATZOVA
14842,,PAUL (ISLA)
14843,,PAULIS
14844,,PAULOUKO
14845,,PAUNOVAC
14846,,PAUSCHOA
14847,,PAUSDWAR
14848,,PAUSIC
14849,,PAUSIN
14850,,PAVCICE
14851,,PAVEL
14852,,PAVIA
14853,,PAVICICI
14854,,PAVLOVAC
14855,,PAVLOVCE
14856,,PAVLOVEI
14857,,PAVLOVO
14858,,PAVOCA
14859,,PAVZANO
14860,,PAVZOVAC
14861,,PAZ-ROG
14862,,PAZA
14863,,PAZAR
14864,,PAZARIC
14865,,PAZARISTE
14866,,PAZELOVE
14867,,PAZERGIK
14868,,PAZIIE
14869,,PAZIN
14870,,PAZLINE
14871,,PAZNIC
14872,,PAZNICE
14873,,PAZOBA
14874,,PAZOVA
14875,,PAZOVE
14876,,PAZOVIE
14877,,PAZUN
14878,,PAZUVA
14879,,PCELIC
14880,,PCURKOVO
14881,,PDNAT
14882,,PDOGORICA
14883,,PEAGAR
14884,,PEANTON
14885,,PEC
14886,,PECAROVCI
14887,,PECK
14888,,PECKA
14889,,PECKEZ
14890,,PECKOVCI
14891,,PECKOVIC
14892,,PECTOVEC
14893,,PECUH
14894,,PECZEROW
14895,,PEDGERA
14896,,PEDGORA
14897,,PEDGORITZA
14898,,PEDINA
14899,,PEDJDVICI
14900,,PEDJERITSKA
14901,,PEDREVO
14902,,PEDRODAC
14903,,PEDROSA
14904,,PEDRUJNICE
14905,,PEGONET
14906,,PEHASSE
14907,,PEHINA
14908,,PEHLIJN
14909,,PEHRAR
14910,,PEJARO
14911,,PEJDVICI
14912,,PEKLENICA
14913,,PEKLENICE
14914,,PEKLENIKA
14915,,PEKLINIKA
14916,,PELA
14917,,PELEZ
14918,,PELHOV GRAVEC
14919,,PELISOVCI
14920,,PELJANAC
14921,,PELJAZI
14922,,PELJICA
14923,,PELJO
14924,,PELMIJA
14925,,PELRINJO
14926,,PEMBROKE
14927,,PEMETA
14928,,PENAT .  TAPE
14929,,PENCEVO
14930,,PENCZVO
14931,,PENICICI
14932,,PEOLEZ
14933,,PERA
14934,,PERAN
14935,,PERASIC
14936,,PERATOVICA
14937,,PERBEK
14938,,PERCANTI
14939,,PERCES
14940,,PERESPA
14941,,PERGAME
14942,,PERGAMO
14943,,PERIC SELO
14944,,PERLAS
14945,,PERLEC
14946,,PERLEPE
14947,,PERLES
14948,,PERLEZ
14949,,PERLEZX
14950,,PERMATA
14951,,PERMUDA
14952,,PERNICE
14953,,PERONJE
14954,,PEROTOVICA
14955,,PEROVO
14956,,PERPEC
14957,,PERSE
14958,,PERSHEVA
14959,,PERSIA
14960,,PERTEZ
14961,,PERTOCA
14962,,PERTOCE
14963,,PERU
14964,,PERUCIA
14965,,PERUCIC
14966,,PERUCICC
14967,,PERUSI
14968,,PERUSIA
14969,,PERUSIC
14970,,PERUSIC CROACIA
14971,,PERUSICA
14972,,PERUSIE
14973,,PERUSIK
14974,,PERUSSIC
14975,,PERUZIC
14976,,PESACA
14977,,PESAJNOVICA
14978,,PESAROV
14979,,PESCAVALLE
14980,,PESESOR
14981,,PESKAVCI
14982,,PESKOVCI
14983,,PESKOVIC
14984,,PEST
14985,,PESTAN
14986,,PESTANE
14987,,PETACH TIKAWK
14988,,PETACH TIRINA
14989,,PETAD TIKVAH
14990,,PETAH JIKAH
14991,,PETAH TIGVA
14992,,PETAH-TIQVA
14993,,PETAJUCI
14994,,PETAK-TIKVA
14995,,PETAKI
14996,,PETANJCI
14997,,PETANYEI
14998,,PETAR
14999,,PETASOVA
15000,,PETAW
15001,,PETERANCE
15002,,PETERCEVE
15003,,PETERNACE
15004,,PETERSBURG
15005,,PETERSENBURG
15006,,PETESOVCI
15007,,PETINJA
15008,,PETINJIA
15009,,PETISIVCE
15010,,PETISOC
15011,,PETISOVCE
15012,,PETKOVEC
15013,,PETLOVAC
15014,,PETOBBERLH
15015,,PETREANCE
15016,,PETRIAJE
15017,,PETRIJERCI
15018,,PETRIJEVCI
15019,,PETRINA
15020,,PETRINCI
15021,,PETRINCY
15022,,PETRINIA
15023,,PETRINJA
15024,,PETRINO
15025,,PETRINOVICE
15026,,PETROGRAD
15027,,PETROGRAD BANAT
15028,,PETROGRADO
15029,,PETROGRANDE
15030,,PETRONI
15031,,PETRONJA
15032,,PETROUGRAD
15033,,PETROVAC
15034,,PETROVAK
15035,,PETROVAN
15036,,PETROVASELA
15037,,PETROVASTZ
15038,,PETROVCA
15039,,PETROVCE
15040,,PETROVCI
15041,,PETROVE
15042,,PETROVELO
15043,,PETROVGRAD
15044,,PETROVI
15045,,PETROVIC
15046,,PETROVO
15047,,PETROVO SELO
15048,,PETROVONDELO
15049,,PETROVOPELVE
15050,,PETROVOSCLO
15051,,PETROVRAD
15052,,PETROWOSELO
15053,,PETROWSELO
15054,,PETRPONJA
15055,,PETRUSRH
15056,,PETTAU
15057,,PETTEZ
15058,,PETTIZENE
15059,,PETVOGRAD
15060,,PEZASKA
15061,,PEZEGA
15062,,PEZZANKA
15063,,PHILIP
15064,,PICISCE
15065,,PICK
15066,,PICTOVAS
15067,,PIDJORE
15068,,PIDMOCANI
15069,,PIEDGRAD
15070,,PIERNICA
15071,,PIETRAPERZIA
15072,,PIETROGRADO
15073,,PIETROSGADO
15074,,PIGUENTE
15075,,PIH
15076,,PIJAVICA
15077,,PIKAR
15078,,PILATOVCI
15079,,PILIJENICO
15080,,PILITA
15081,,PILNIK
15082,,PILVE NA HVARA
15083,,PILZCAVH
15084,,PINE
15085,,PINEZICI
15086,,PINGUENTE
15087,,PINIKVE
15088,,PINIOSTEM
15089,,PINOVO
15090,,PINTI
15091,,PIPIC
15092,,PIRAVAC
15093,,PIREE
15094,,PIRNICA
15095,,PIRNICE
15096,,PIRONAC
15097,,PIROT
15098,,PIROVAC
15099,,PIROWAC
15100,,PISA
15101,,PISAC
15102,,PISAN
15103,,PISANICA
15104,,PISANOCA
15105,,PISAROV
15106,,PISAROVINA
15107,,PISCETKE
15108,,PISCETKI
15109,,PISCETKO
15110,,PISCHELDORF
15111,,PISCOREVCI
15112,,PISCOREVKI
15113,,PISECI
15114,,PISENOVAC
15115,,PISINO
15116,,PITBE
15117,,PITEL
15118,,PITERSBERG
15119,,PITNE
15120,,PITOMACA
15121,,PITOVA
15122,,PITRE
15123,,PITTSBURG
15124,,PITVE
15125,,PITVO
15126,,PITWO
15127,,PIVINCE
15128,,PIVKA
15129,,PIVNICA
15130,,PIVNICE
15131,,PIZEK
15132,,PJESIVAC
15133,,PJESIVCE
15134,,PJURDGEV
15135,,PKIKRNICA
15136,,PL. LJESKOVAC
15137,,PLACA
15138,,PLACCICA
15139,,PLACE
15140,,PLACICA
15141,,PLADISEVO
15142,,PLAGANE
15143,,PLAMBERG
15144,,PLANA
15145,,PLANCHAT
15146,,PLANICA
15147,,PLANINA
15148,,PLASCICA
15149,,PLASIVICA
15150,,PLASKI
15151,,PLASKI CROACIA
15152,,PLASKO
15153,,PLASNICE
15154,,PLASTOVO
15155,,PLAT
15156,,PLATICEVO
15157,,PLATO
15158,,PLAVA
15159,,PLAVIN
15160,,PLAVINCE
15161,,PLEMESNICA
15162,,PLES
15163,,PLESIVICA
15164,,PLESO
15165,,PLETERNICA
15166,,PLEVEN
15167,,PLEVLJE
15168,,PLEVNA
15169,,PLEZ
15170,,PLICISI
15171,,PLINA
15172,,PLIPIC
15173,,PLITVICA
15174,,PLITVICE
15175,,PLIVE
15176,,PLMIJA
15177,,PLOCA
15178,,PLOCCICO
15179,,PLOCICE
15180,,PLOMINCA
15181,,PLONWDIW
15182,,PLOSNA
15183,,PLOSTINI
15184,,PLOSZCZA
15185,,PLUGAS
15186,,PLUIA
15187,,PLUSKA
15188,,PNDEB
15189,,POABREZJC
15190,,POAGORA
15191,,POAKRAJ
15192,,POBALEJE
15193,,POBLAPAC
15194,,POBOJ
15195,,POBRDJANI
15196,,POBREZJE
15197,,POCHOSTA
15198,,POCITELJ
15199,,POCLE PIVIC
15200,,POCUPLAVE
15201,,POD PRESKA SLOVENIA
15202,,PODACA
15203,,PODACAE
15204,,PODACE
15205,,PODALSKI
15206,,PODBABIJO
15207,,PODBABLIE
15208,,PODBABLJA
15209,,PODBABLJE
15210,,PODBAELJE
15211,,PODBALESO
15212,,PODBALJE
15213,,PODBELA(INC)
15214,,PODBERZE
15215,,PODBOBLJE
15216,,PODBOLJE
15217,,PODBRDO
15218,,PODBREGA
15219,,PODBRESJE
15220,,PODBREZJA
15221,,PODBREZJE
15222,,PODBRZEZE
15223,,PODCERKEV
15224,,PODCETRTECK
15225,,PODCIKOV
15226,,PODCORIZA
15227,,PODECE
15228,,PODECHIN
15229,,PODEJ BECKE
15230,,PODERKAVLJE
15231,,PODGARJI
15232,,PODGERA
15233,,PODGERJE
15234,,PODGOBA
15235,,PODGOLAC
15236,,PODGOMILE
15237,,PODGOMILO
15238,,PODGONCE
15239,,PODGORA
15240,,PODGORAC
15241,,PODGORE
15242,,PODGORI
15243,,PODGORICA
15244,,PODGORITZA
15245,,PODGORIZA
15246,,PODGORJE
15247,,PODGORN
15248,,PODGORO
15249,,PODGORZ
15250,,PODGOTITZA
15251,,PODGOVA
15252,,PODGPIN
15253,,PODGRADINA
15254,,PODGRADINE
15255,,PODGRADJE
15256,,PODGRAJ
15257,,PODGRZYN
15258,,PODINE
15259,,PODIRN
15260,,PODJELSE
15261,,PODKALINGE
15262,,PODKALINJCE
15263,,PODKALINJE
15264,,PODKOLINJA
15265,,PODKOLINJE
15266,,PODKRAJ
15267,,PODKRAJE
15268,,PODKVAJ
15269,,PODKYIAVA
15270,,PODLAPAC
15271,,PODLAPAK
15272,,PODLAPAO
15273,,PODLAPAR
15274,,PODLAPE
15275,,PODLAPOC
15276,,PODLBABLIE
15277,,PODLING
15278,,PODLIPA
15279,,PODLIPA (ESLOVENIA)
15280,,PODLJUBINJ
15281,,PODLJUBOU
15282,,PODLOG
15283,,PODLOV
15284,,PODLOZA
15285,,PODLOZE
15286,,PODLREY
15287,,PODLUZO
15288,,PODMELEC
15289,,PODMELNICA
15290,,PODMOCANI
15291,,PODMOLCHAMI
15292,,PODMOLCHANI
15293,,PODMORANI
15294,,PODMOTCHAR
15295,,PODNART
15296,,PODOLSK
15297,,PODOMAN
15298,,PODORA DALMACIA
15299,,PODORAC
15300,,PODOSAJE
15301,,PODOSJE
15302,,PODOSOJE
15303,,PODOTOCJE
15304,,PODOZELO
15305,,PODPROLOG
15306,,PODPROLOGA
15307,,PODRAGE
15308,,PODRAJ
15309,,PODRAVSKA
15310,,PODRAVSKA SLATINA
15311,,PODRECE
15312,,PODREPA
15313,,PODRICE
15314,,PODROVNO
15315,,PODROVSKA SLATINA
15316,,PODRUTE
15317,,PODSBORD
15318,,PODSCHING
15319,,PODSMRCKE
15320,,PODSOPALJ
15321,,PODSOPALY
15322,,PODSTRAN
15323,,PODSTRANA
15324,,PODSTRANE
15325,,PODSTRANO DALMAZIA
15326,,PODSUSED
15327,,PODTABAR
15328,,PODTABOR
15329,,PODTRAVNO
15330,,PODTURN TOPLICE
15331,,PODUGRINAC
15332,,PODUGRINAS
15333,,PODULSKO
15334,,PODVADLJE
15335,,PODVALDJE
15336,,PODVALJE
15337,,PODVARO
15338,,PODVAROS
15339,,PODVARVAS
15340,,PODVECEVO
15341,,PODVEVROS
15342,,PODVEZICE
15343,,PODVINJE
15344,,PODVOLSKA
15345,,PODVORIC
15346,,PODVOZIC
15347,,PODZAGA
15348,,PODZETIN
15349,,PODZURCZWINICE
15350,,POEDENONE
15351,,POEGRE
15352,,POELGRAJ
15353,,POELIC
15354,,POG
15355,,POGDORA
15356,,POGLIZZA
15357,,POHUM
15358,,POIZELA
15359,,POJAREVATZ
15360,,POJARO
15361,,POKEVCNIK
15362,,POKEVENIC
15363,,POKIVENI
15364,,POKLEK
15365,,POKLOK
15366,,POKOJ BIHAC
15367,,POKOJNICA
15368,,POKOSTANE
15369,,POKOUSLO
15370,,POKRVENICH
15371,,POKRVENIK M.
15372,,POKUJO
15373,,POKUPJE
15374,,POKVRENIN
15375,,POL. KOSINJ
15376,,POL. S. NIKOLA
15377,,POLA
15378,,POLACA
15379,,POLANA
15380,,POLANKA
15381,,POLARSTVA
15382,,POLATA
15383,,POLESTASWETONCKLA
15384,,POLGICA
15385,,POLHOV
15386,,POLHOV GRADEC
15387,,POLHOV GRADEZ
15388,,POLICA
15389,,POLICE
15390,,POLICIZIZ
15391,,POLIE
15392,,POLIJA
15393,,POLIJCA
15394,,POLIJCA DALMAZIA
15395,,POLIJCE
15396,,POLIJKA
15397,,POLIJKAS
15398,,POLIKA
15399,,POLINA
15400,,POLIS
15401,,POLIZA
15402,,POLJA
15403,,POLJANA
15404,,POLJANAK
15405,,POLJANE
15406,,POLJANE YSTRA
15407,,POLJCA
15408,,POLJE
15409,,POLJICA
15410,,POLJICE
15411,,POLJICE VAL
15412,,POLJIKA
15413,,POLJNAK
15414,,POLJSKA
15415,,POLJU (ESLOVENIA)
15416,,POLJUBINJ
15417,,POLJUNE
15418,,POLJZCA
15419,,POLKAJ
15420,,POLKAWA
15421,,POLKEAJ
15422,,POLOGORY
15423,,POLONJE
15424,,POLONKA
15425,,POLOUJAK
15426,,POLSELA
15427,,POLSKAVA
15428,,POLVJE
15429,,POLZELA
15430,,POMBER
15431,,POME
15432,,POMESKAR
15433,,POMIZA
15434,,POMOGYSFIL
15435,,POMSJE
15436,,PONARAC
15437,,PONCEVO
15438,,PONDRAC
15439,,PONESERO
15440,,PONGO
15441,,PONIKVE
15442,,PONIUKVE
15443,,PONJAVE
15444,,PONOR
15445,,PONORAC
15446,,PONOSERO
15447,,PONTE
15448,,PONTO
15449,,POOLJE
15450,,POOZA
15451,,POPDI
15452,,POPKYLAVA
15453,,POPOLOVCI
15454,,POPONIC
15455,,POPOUACTCHA
15456,,POPOVACA
15457,,POPOVACS
15458,,POPOVIC
15459,,POPOVICI
15460,,POPPOVACA
15461,,PORABUC
15462,,PORDORITZA
15463,,POREC
15464,,POREGA
15465,,POREGOR
15466,,PORELJE
15467,,PORETCH
15468,,PORGORICA
15469,,PORLJE
15470,,PORMANNE
15471,,POROLJA
15472,,POROLKJA
15473,,POROUMIZA
15474,,PORSEVENIK
15475,,PORT PRINCE
15476,,PORTOS
15477,,PORUCZYN
15478,,POS(INC.)
15479,,POSAK
15480,,POSBABLJE
15481,,POSEGA
15482,,POSEKA
15483,,POSICERO
15484,,POSICINA
15485,,POSLOVA
15486,,POSPISIL
15487,,POST ARNCONIC
15488,,POST SEMIC
15489,,POSTAJNA
15490,,POSTIC
15491,,POSTICA
15492,,POSTICE
15493,,POSTINE
15494,,POSTIRA
15495,,POSTIRC
15496,,POSTIRE
15497,,POSTIRO
15498,,POSTIRRE
15499,,POSTJANA
15500,,POSTOINE
15501,,POSTOJNA
15502,,POSTOYNA
15503,,POSTRAN ESLOVENIA
15504,,POSTRANA
15505,,POSTRANE
15506,,POSTRANJE
15507,,POSTRINA
15508,,POSTUMIA
15509,,POSUAJE
15510,,POSUSJE
15511,,POT
15512,,POT. SZERDAHALY
15513,,POTEK
15514,,POTESKI
15515,,POTGORA
15516,,POTGORIO
15517,,POTINJI
15518,,POTISKI SVETI NICOLA
15519,,POTKAJ
15520,,POTOC
15521,,POTOK
15522,,POTOKE
15523,,POTOKI
15524,,POTOMIC
15525,,POTOMJE
15526,,POTRADJE
15527,,POTRADLJ
15528,,POTRAVLJE
15529,,POTSTUREN
15530,,POTTUS
15531,,POTZELA
15532,,POULEZ
15533,,POVAJE
15534,,POVEC
15535,,POVEJA
15536,,POVEJE
15537,,POVIER
15538,,POVILA
15539,,POVJE
15540,,POVLJA
15541,,POVLJE
15542,,POVSIE
15543,,POVZAKA
15544,,POVZANO
15545,,POXLA GORA
15546,,POYEUK
15547,,POZ-SESVETE
15548,,POZAR VRADNA
15549,,POZAREVAC
15550,,POZAREVAS
15551,,POZCIKI
15552,,POZECA
15553,,POZEGA
15554,,POZENIK
15555,,POZENK
15556,,POZOBA
15557,,PR SR IRAN
15558,,PR SR IRON
15559,,PR(INC.)ER
15560,,PR. FO.IVAR.
15561,,PR. SR. IVAN
15562,,PR. SV. IVAN
15563,,PRABICEVIC
15564,,PRABORO
15565,,PRADE
15566,,PRAG
15567,,PRAGA
15568,,PRAGAICE
15569,,PRAHA
15570,,PRAHO
15571,,PRAKNICE
15572,,PRAKO
15573,,PRANICA
15574,,PRANIOS
15575,,PRANJANI
15576,,PRAPATIN
15577,,PRAPATINICA
15578,,PRAPATINKA
15579,,PRAPATNICA
15580,,PRAPATNICE
15581,,PRAPATNICH
15582,,PRAPATNIKA
15583,,PRAPODNIKA
15584,,PRAPROCE
15585,,PRAPROT
15586,,PRAPROTNE
15587,,PRAPUTIYAK
15588,,PRAPUTNIK
15589,,PRAPUTUJAK
15590,,PRAPUTUYAK
15591,,PRASE
15592,,PRASHE
15593,,PRASINCA
15594,,PRASJE
15595,,PRASNICE
15596,,PRASNMICE
15597,,PRATROCE
15598,,PRAVATINA
15599,,PRAVSELO
15600,,PRAVUTINA
15601,,PRAYNICA
15602,,PRAZMICE
15603,,PRAZNICA
15604,,PRAZNICE
15605,,PRBICERICEN
15606,,PRCISCE
15607,,PREANJ
15608,,PREBA CEVO (ESLOVENIA)
15609,,PREBACEVE
15610,,PREBACEVO
15611,,PREBAJ
15612,,PREBOG
15613,,PREBOLD
15614,,PREBOLE
15615,,PREBUKOVJE
15616,,PRECKI
15617,,PRECNA
15618,,PRECO
15619,,PREDAVAC
15620,,PREDDVOR
15621,,PREDELSJE
15622,,PREDESLJE
15623,,PREDGARD
15624,,PREDGRADJE
15625,,PREDICH
15626,,PREDORECK
15627,,PREDOSLIE
15628,,PREDOVOR
15629,,PREDREVE
15630,,PREGOJE
15631,,PREGRADA
15632,,PREHO
15633,,PREINO
15634,,PREIPA
15635,,PREKE
15636,,PREKERNICE
15637,,PREKISJE
15638,,PREKMURJA
15639,,PREKMURJE
15640,,PREKO
15641,,PREKO-ZADAR
15642,,PREKO. BIOGRD
15643,,PREKOE
15644,,PREKOMURJE
15645,,PREKOPA
15646,,PREKOPAKIA
15647,,PREKOPAKRA
15648,,PREKOPOKRA
15649,,PREKOVICE
15650,,PREKPRICA
15651,,PREKRIZIE
15652,,PREKRIZJE
15653,,PRELEG
15654,,PRELIP
15655,,PRELOCA
15656,,PRELOG
15657,,PRELOG CROACIA
15658,,PRELOJ
15659,,PRELOV
15660,,PRELOVAC
15661,,PRELVY
15662,,PREMESLEWY
15663,,PREMSEL
15664,,PREMUDA
15665,,PREMUDAN
15666,,PREMUDE
15667,,PRENIAVOR
15668,,PRENJ
15669,,PRENNDA
15670,,PREPAPAKCA
15671,,PREPATNICA
15672,,PREPOLE
15673,,PREPOLJE
15674,,PREPOT
15675,,PREROVAC
15676,,PRESBA
15677,,PRESBOURG
15678,,PRESEIRE
15679,,PRESEKA
15680,,PRESERJE
15681,,PRESEVC
15682,,PRESID
15683,,PRESIKA
15684,,PRESLATINCI
15685,,PRESOKA
15686,,PRESPA
15687,,PRESPANSKI
15688,,PRESPIC
15689,,PRESSBURHG
15690,,PRESTABL
15691,,PRESTRANEK
15692,,PRETARG
15693,,PRETEGEVIC
15694,,PRETERZ
15695,,PRETOR
15696,,PRETROCIVCI
15697,,PREVACINA
15698,,PREVAGE
15699,,PREVOJE
15700,,PREVOJE BEDO
15701,,PREZEROTOCAC
15702,,PREZULA
15703,,PRGOMET
